Sentences,True_Labels,Predicted_Labels,Probabilty_Score_Class0,Probabilty_Score_Class1,Probabilty_Score_Class2,Probabilty_Score_Class3,Speculative_Words
"BLP may also disclose your personal and other information to unaffiliated third parties if we believe in good faith that such disclosure is necessary : ( a ) to comply with the law or in response to a subpoena , court order , government request , or other legal process ; ( b ) to produce relevant documents or information in connection with litigation , arbitration , mediation , adjudication , government or internal investigations , or other legal or administrative proceedings ; ( c ) to protect the interests , rights , safety , or property of Bloomberg or others ; ( d ) to enforce any terms of service on this Web site ; ( e ) to provide you and other users of this Web site with the services or products requested by you and/or the other users ( including allowing a purchaser of BLP or a BLP division to continue to serve you ) , and to perform other activities related to such services and products , including billing and collection ; ( f ) to provide you with special offers or promotions from Bloomberg that may be of interest to you ; or ( g ) to operate Bloomberg 's systems properly .",2,2,0.0014773556031286716,0.09608497470617294,0.8818976879119873,0.020539961755275726,"""necessary"": 2,     ""unaffiliated"": 3,     ""third parties"": 2,     ""may"": 2,     ""serve you"": 1,     ""good faith"": 1,     ""other"": 2,     ""interest"": 1,     ""such"": 1,     ""other information"": 1,     ""properly"": 1,     ""believe"": 1,     ""personal information"": 1,     ""if"": 1     "
"Since we do not control third-party sites and are not responsible for any information you may provide while on such sites , we encourage you to read the privacy policies on those websites before providing any of your information on such sites .",1,1,0.055379606783390045,0.8664622902870178,0.06392719596624374,0.014230815693736076,"""may"": 2,     ""such"": 1,     ""any information"": 1     "
With whom the information may be shared ;,2,1,0.024931056424975395,0.569844126701355,0.3699629604816437,0.03526183217763901,"""may"": 2,     ""whom"": 2,     ""with whom the information may be shared"": 1,     ""information"": 1     "
"We may also make your comments , along with your first name , city , state and country , available to the press and public online .",1,0,0.4992070198059082,0.47621309757232666,0.023983310908079147,0.0005965408054180443,"""may also"": 2,     ""available"": 1,     ""available online"": 1,     ""may"": 1,     ""comments"": 1     "
"Care2 hosts two kinds of petitions : free petitions sponsored by individuals and paid petitions sponsored by third parties , typically nonprofits or charities .",1,1,0.06939463317394257,0.7563799619674683,0.14401474595069885,0.030210621654987335,"""sponsored"": 1,     ""individuals"": 1,     ""typically"": 5,     ""third parties"": 2     "
"During the signing process , you may opt to receive certain newsletters and memberships , in which case Care2 will send your contact information to those 3rd party providers .",0,1,0.06496541947126389,0.4806801974773407,0.411167174577713,0.043187279254198074,""""": 1,     ""3rd"": 1,     ""may"": 1,     ""certain"": 2,     ""may opt"": 1,     ""process"": 1,     ""3rd party"": 1     "
Note that for many campaigns the default settings assume that you want to receive communications from the petition sponsor .,1,1,0.4481072425842285,0.5352028012275696,0.015048516914248466,0.0016414932906627655,"""assume"": 1,     ""many"": 4,     ""communications"": 2     "
We may use your petition activity to personalize the actions you see on the site and that we send to you by email .,1,1,0.3621746599674225,0.6228740811347961,0.013710497878491879,0.0012407269096001983,"""may"": 4,     ""petition activity"": 1,     ""personalize"": 2,     ""actions"": 4,     ""activity"": 1     "
"In some cases , we may not be able to remove your personal information , in which case we will let you know if we are unable to do so and why .",1,2,0.0019885420333594084,0.04539943486452103,0.8843432068824768,0.0682687759399414,"""which case"": 1,     ""may"": 1,     ""may not"": 1,     ""some cases"": 1,     ""remove"": 1,     ""personal"": 1,     ""personal information"": 1     "
"If you wish to request removal of your information from our directory , you can contact us using our Help Form .",0,0,0.8333062529563904,0.16210585832595825,0.003474694211035967,0.0011132030049338937,"""wish"": 1,     ""information"": 1     "
Tell-a-Friend service : Care2 Connect members can elect to invite friends to join using an invitation template provided by Care2 .,0,0,0.7967047691345215,0.19598205387592316,0.0062951575964689255,0.001018080860376358,"""elect"": 1     "
Members can remove themselves from the C2C system at any time by adjusting their account settings via their My Account Page .,0,1,0.29137295484542847,0.7060333490371704,0.002254820428788662,0.00033892178907990456,"""account settings"": 1,     ""adjusting"": 2     "
RSS Feeds : Care2 makes some content on our site available as RSS feeds .,1,2,0.05726714804768562,0.3903545141220093,0.4435150921344757,0.10886327922344208,"""content"": 1,     ""some"": 4     "
No modifications may be made to any of the materials syndicated .,1,1,0.10294238477945328,0.7693647742271423,0.100429967045784,0.027262823656201363,"""materials"": 2     "
Facebook Connect : You can log in to our site using sign-in services such as Facebook Connect or an Open ID provider .,0,1,0.08926860988140106,0.8983802795410156,0.010263185016810894,0.0020878834184259176,"""services"": 1,     ""our site"": 1     "
Services like Facebook Connect give you the option to post information about your activities on this Web site to your profile page to share with others within your network .,0,1,0.07117883116006851,0.9232158660888672,0.004399057477712631,0.0012062075547873974,"""information"": 1,     ""activities"": 1     "
You may do so by following this link to verify your identity .,0,1,0.4675513803958893,0.48820960521698,0.04002336412668228,0.004215603228658438,"""following"": 1,     ""following this link"": 1     "
Care2 has no control over information collected by advertising networks nor can we access this information .,0,0,0.6259048581123352,0.354926735162735,0.017936497926712036,0.00123192451428622,"""information"": 1,     ""advertising"": 1     "
"Third Parties , with whom we partner to provide certain features on our site or to display advertising based upon your Web browsing activity , use Flash cookies to collect and store information .",1,1,0.031031381338834763,0.9025830030441284,0.06102297082543373,0.005362615920603275,"""certain"": 1,     ""certain features"": 2,     ""based upon"": 1,     ""third parties"": 2,     ""information"": 1     "
"Additionally , emails we send may contain a bit of code known as a `` web beacon . ''",1,0,0.5033674240112305,0.3003065288066864,0.1946447640657425,0.0016812781104817986,"""may"": 4,     ""bit of code"": 1     "
Our web beacons do not collect personally identifiable information .,0,0,0.5500282645225525,0.37223267555236816,0.07256287336349487,0.00517613161355257,"""personally identifiable"": 1,     ""personally identifiable information"": 1,     ""personally"": 1     "
"Depending on the newsletter , this may result in a fee paid to Care2 in exchange for a new customer .",2,0,0.6974210143089294,0.19674313068389893,0.10077612102031708,0.005059704650193453,"""may"": 3,     ""depending on"": 1,     ""in exchange"": 1,     ""fee"": 1,     ""depending"": 3     "
"Bottom line , if it came from a known spammer , we had nothing to do with it - spam is bad , we hate it , and we would never associate ourselves with spammers .",0,0,0.4684828519821167,0.44007086753845215,0.0853324830532074,0.006113775540143251,"""spammer"": 1,     ""if"": 1     "
"Therefore , we can not guarantee its absolute security .",0,1,0.32325080037117004,0.6533519625663757,0.02034779265522957,0.0030494313687086105,"""can not"": 1,     ""absolute"": 2     "
"Our data retention policy varies depending on the business and system needs , but remains in harmony with the other policies stated here .",1,1,0.02090933360159397,0.5630999207496643,0.381151407957077,0.034839365631341934,"""needs"": 1,     ""stated"": 1,     ""depending on"": 1,     ""varies"": 3,     ""other"": 1,     ""harmony"": 3     "
Care2 's Privacy Policy does not extend to transactions you may enter into with affiliates or partners .,1,0,0.4281044900417328,0.4029521048069,0.1369580328464508,0.0319853350520134,"""may"": 1,     ""partners"": 2,     ""extend"": 1,     ""affiliates"": 2,     ""enter"": 1     "
CARFAX web sites may contain web beacons to collect data regarding user traffic patterns .,1,1,0.14495927095413208,0.7419453263282776,0.10374699532985687,0.009348378516733646,"""may"": 2,     ""may contain"": 1,     ""data"": 1,     ""collect"": 1     "
"If you choose to participate in CARFAX surveys while on CARFAX web sites you may be asked to provide other anonymous demographic information such as zip code , age , gender , preferences and interests .",1,1,0.009802640415728092,0.9409435987472534,0.03762528672814369,0.011628491804003716,"""may"": 2,     ""other"": 1,     ""demographic"": 1,     ""anonymous"": 1     "
You may also receive emails from CARFAX offering additional CARFAX products and services and other special offers and promotions related to the used car buying and ownership process .,1,1,0.13289709389209747,0.6300905346870422,0.1909116506576538,0.046100765466690063,"""promotions"": 1,     ""additional"": 1,     ""may"": 2,     ""special offers"": 1,     ""other"": 2,     ""products"": 1,     ""services"": 1     "
Information related to your vehicle that you submit through myCARFAX may be included in the vehicle history information for that vehicle .,0,1,0.011776410974562168,0.8184539675712585,0.1574489325284958,0.012320774607360363,"""may"": 2,     ""information"": 1     "
CARFAX occasionally appends data collected through CARFAX web sites with third party data to effectively plan customer communications and marketing campaigns and analyze how the CARFAX web sites are used .,1,1,0.36641842126846313,0.559003472328186,0.06128394603729248,0.0132941585034132,"""third party"": 1,     ""ocassionally"": 1,     ""appends"": 1,     ""occasionally"": 2     "
"For example , when you complete the CARFAX Report order form , all information you enter is encrypted via a secure sockets layer ( SSL ) before it is sent over the Internet to our secure servers and/or credit card processor , as applicable .",0,1,0.2559504508972168,0.6460404396057129,0.07803400605916977,0.019975099712610245,"""applicable"": 1     "
"We do not retain the full payment card account number submitted in the process of purchasing a CARFAX Report in our systems , but we may store partial payment card number for up to six months for our reference .",0,0,0.8133991956710815,0.16989314556121826,0.01553776953369379,0.0011698172893375158,"""may"": 2,     ""partial"": 1     "
"CARFAX does not sell , trade , rent , or otherwise transfer personally identifiable information to others , except : ( i ) as provided in this Privacy Statement , ( ii ) to defend against legal claims or otherwise protect our rights , ( ii ) as required by law , judicial proceeding , court order , or legal process served on CARFAX , ( iv ) for purposes of law enforcement investigations , and/or ( v ) with your consent .",0,1,0.07694987952709198,0.7003056406974792,0.21549825370311737,0.007246275898069143,"""judicial proceeding"": 1,     ""personally identifiable information"": 2,     ""(none)"": 1,     ""legal claims"": 1,     ""others"": 1     "
"Similarly , you may access CARFAX web sites through links on third party web sites .",0,1,0.26522010564804077,0.45857053995132446,0.2600047290325165,0.016204649582505226,"""may"": 1,     ""third party"": 1     "
To unsubscribe from receiving promotional emails from CARFAX you can unsubscribe here .,0,0,0.9967101812362671,0.002426273189485073,0.0006220239447429776,0.00024155362916644663,"""inscribe."": 1,     ""can"": 1,     ""promotional"": 1     "
"If the changes are significant , we will provide you additional , prominent notice as appropriate under the circumstances .",1,2,0.05459970980882645,0.33876267075538635,0.6028492450714111,0.003788388567045331,"""under the circumstances"": 1,     ""as appropriate"": 2,     ""appropriate"": 3,     ""significant"": 3,     ""prominent"": 2,     ""circumstances"": 1     "
Your rights under the Privacy Act : Information concerning the Privacy Act can be found at the Department of Justice website .,0,1,0.4285643994808197,0.5054511427879333,0.061040110886096954,0.00494439946487546,"""concerning"": 1,     ""n/a"": 1     "
"These technologies are commonly known as `` cookies , '' and may include the use of persistent cookies and other web measurement and customization technologies .",2,1,0.014796833507716656,0.6849423050880432,0.28743892908096313,0.012821990996599197,"""may"": 2,     ""other"": 2,     ""customization"": 1     "
The following also applies to personally identifiable information provided in response to a Census Bureau survey or census .,0,1,0.004022751469165087,0.9869705438613892,0.0067735034972429276,0.002233220264315605,"""following"": 1,     ""personally identifiable information"": 1,     ""response"": 1     "
"Change.org , Inc. ( the Company , we or us ) has established this privacy policy to explain to you how your information is protected , collected and used , which may be updated by us from time to time .",1,1,0.03192229941487312,0.6480588316917419,0.2883417010307312,0.03167714923620224,"""information"": 1,     ""may"": 1,     ""time to time"": 3,     ""from time to time"": 1,     ""collected"": 1,     ""your information"": 1     "
"We use cookies to make Change.org better and easier to use ; to provide you with a more personalised experience ; and to protect you , others , and Change.org from malicious activity .",1,1,0.05511793494224548,0.7145524024963379,0.2206866443157196,0.009642980992794037,"""better and easier"": 1,     ""malicious activity"": 3,     ""personalized experience"": 1,     ""better"": 1,     ""others"": 1,     ""easier"": 1,     ""personalised"": 1     "
"Postings made on our website may include links to third party websites , and such websites will have different privacy policies than those set forth herein .",1,1,0.001506864558905363,0.5927823781967163,0.27066144347190857,0.13504929840564728,"""may"": 1,     ""third party"": 1,     ""postings"": 1     "
"We make good faith efforts to store all collected data in a secure operating environment that is not available to the public , although we can not guarantee complete security .",1,1,0.1167711392045021,0.8078764081001282,0.06558727473020554,0.009765278548002243,"""not available"": 1,     ""good faith efforts"": 2,     ""complete"": 1,     ""complete security"": 1,     ""although"": 1,     ""store"": 1     "
"Affiliated third parties ( for example , our database administrators ) for the sole purpose of helping us do our work .",1,1,0.12964020669460297,0.8146392107009888,0.05478639900684357,0.0009341874974779785,"""third parties"": 2     "
"Please also be advised that the default settings for many of our campaigns assume that you wish to receive communications from the organisations you support ; if you do not wish to receive such communications , please uncheck the box Keep me updated by [ name of organisation ] ( or other language of a similar nature ) before signing such campaign .",1,1,0.03581973537802696,0.7683594822883606,0.15557821094989777,0.04024249315261841,"""many"": 1,     ""organisations"": 1     "
"Notwithstanding anything to the contrary set forth herein , the Company : ( 1 ) may disclose information about its users if required to do so by law or in the good faith belief that such disclosure is reasonably necessary to respond to subpoenas , court orders , or other legal process ; and ( 2 ) may also disclose information about its users to law enforcement officers or others , in the good faith belief that such disclosure is reasonably necessary to : ( a ) enforce our Terms of Service ; ( b ) respond to claims that any posting or other content violates the rights of third-parties ; ( c ) or protect the rights , property , or personal safety of the Company , its users or the general public .",3,2,0.0009078813018277287,0.3136564791202545,0.6612890958786011,0.02414657175540924,"""third-parties"": 1,     ""may"": 2,     ""reasonably"": 2,     ""herein"": 1,     ""general"": 1,     ""good faith belief"": 2,     ""notwithstanding anything to the contray set forth herein... may disclose information"": 1,     ""notwithstanding"": 2,     ""reasonably necessary"": 1,     ""other"": 1     "
Search engines and other websites unaffiliated with the Company may archive or otherwise make available information publicly displayed on our website .,1,1,0.009844385087490082,0.9176343679428101,0.0676557868719101,0.004865382798016071,"""information"": 1,     ""otherwise make available"": 1,     ""other websites"": 2,     ""may"": 1,     ""search engines"": 1,     ""other"": 1     "
"When you sign up for or use our products , we may request personal information from you .",1,1,0.1675591915845871,0.7834516763687134,0.04725901782512665,0.0017301375046372414,"""may"": 1,     ""personal information"": 5,     ""may request"": 1     "
We have asked all of our advertising networks to turn off all behaviorally targeted ads that would track a user or attempt to create a profile on any of our users .,1,1,0.2966066598892212,0.6905757784843445,0.012576637789607048,0.0002408553846180439,"""any of"": 1,     ""behaviorally"": 1,     ""targeted"": 1,     ""behaviorally targeted"": 1,     ""asked"": 1,     ""track"": 1,     ""have"": 1,     ""networks"": 1     "
"Here are the privacy policy 's of each of our service providers , along with opt-out options .",0,0,0.7293267250061035,0.2608032524585724,0.0074427505023777485,0.00242727086879313,"""our service providers"": 1     "
"As stated above , Coolmath does not run behaviorally targeted ads , but , if you want to opt out of these on other websites that do , you can opt out here :",1,1,0.15782006084918976,0.8205975294113159,0.01960979588329792,0.0019726434256881475,"""targeted"": 1,     ""other"": 2,     ""other websites"": 1     "
We will NEVER sell your e-mail address or show it to anyone else .,0,0,0.94803786277771,0.04934995248913765,0.002099164528772235,0.0005129275959916413,"""anyone else ."": 1     "
"Images on this website may have been licensed for use by CPSC from a stock photography service or other copyright holder and the copyright holder may prohibit republication , retransmission , reproduction or other use of the images .",1,1,0.048039864748716354,0.9167155027389526,0.029082732275128365,0.0061619095504283905,"""may"": 4,     ""other use"": 2,     ""other"": 2     "
"You may freely copy and distribute recall notices , including photographs of recalled items , without permission .",1,0,0.7323645353317261,0.23005561530590057,0.03608502820134163,0.001494860858656466,"""freely"": 1,     ""recall"": 1     "
"The cookie does not contain any Personally Identifiable Information ( PII ) , is not stored on your computer , and is deleted as soon as you close your browser .",0,0,0.8228026032447815,0.17566320300102234,0.00135807937476784,0.00017618508718442172,"""personally identifiable information"": 1,     ""soon as"": 1,     ""soon"": 1     "
CPSC use of any possible information provided to us through this embedded content will be consistent with the previously stated usage .,1,1,0.12941874563694,0.8262438178062439,0.03737536445260048,0.006962067447602749,""""": 1,     ""information"": 1,     ""consistent"": 1,     ""any possible"": 2,     ""any"": 1     "
"This would be a Commission decision , where such a link would clearly support the agency 's mission of preventing deaths and injuries from consumer products , and where it is clearly determined that it would not in any way jeopardize the agency 's independent , regulatory status .",1,1,0.06707816570997238,0.811480700969696,0.1133071556687355,0.008134005591273308,"""commission decision"": 1,     ""where such a link"": 1,     ""clearly determined"": 1,     ""not in any way jeopardize"": 1,     ""jeopardize"": 1,     ""clearly support"": 1     "
Privacy Impact Assessments ( PIAs ) are performed on computer systems and applications in order to evaluate any risks these systems may pose to personally identifiable information .,1,1,0.27709731459617615,0.45913416147232056,0.24650712311267853,0.017261354252696037,"""information"": 1,     ""may"": 2,     ""applications"": 1,     ""risks"": 1,     ""personally identifiable information"": 1,     ""performed"": 1     "
"To ensure the security of the site and to ensure that the service remains available to all users , this government security system employs software programs to monitor network traffic so we can identify unauthorized attempts to upload or change information , or otherwise cause damage .",1,1,0.15964142978191376,0.7459776997566223,0.07921206951141357,0.015168773010373116,"""software unauthorized"": 1,     ""security"": 1,     ""software programs"": 1,     ""attempts"": 1,     ""programs"": 1     "
"The Christian Science Monitor reserves the right to publish non-personally identifiable , summary information regarding its website and e-newsletter visitors for promotional purposes and as a representative audience for advertisers .",1,0,0.7479192614555359,0.24221912026405334,0.00880808848887682,0.0010534710017964244,"""non-personally"": 1,     ""non-personally identifiable"": 1,     ""promotional purposes"": 1,     ""publish"": 1,     ""summary"": 2,     ""advertisers"": 1     "
We also allow third-party companies to serve ads and/or collect certain anonymous information when you visit our web site .,1,1,0.04679560288786888,0.6649017333984375,0.2738187313079834,0.014483879320323467,"""certain"": 4,     ""third-party"": 2,     ""anonymous"": 2     "
These companies typically use cookies or third party web beacons to collect this information .,1,1,0.17012949287891388,0.6969515085220337,0.11512944847345352,0.01778952218592167,"""third party"": 1,     ""third-party"": 1,     ""typically"": 3,     ""this information"": 1,     ""information"": 1     "
"Also , to protect site visitors and the general welfare , the site will release personal information when necessary in order to comply with the law or regulatory authorities .",1,1,0.01492462120950222,0.8302851319313049,0.14153116941452026,0.01325902622193098,"""release"": 1,     ""personal information"": 3,     ""general"": 2     "
We do not provide users ' personally identifiable information to our advertising partners .,0,0,0.5057623386383057,0.3975811004638672,0.09543175995349884,0.001224803039804101,"""personally identifiable"": 1,     ""personally identifiable information"": 2     "
"If you visit the Site from another country , please be aware that information you provide to us or that we obtain as a result of your use of the Site may be processed in and transferred to the United States and will be subject to U.S. law .",1,1,0.04313775151968002,0.7855125665664673,0.1581948846578598,0.013154713436961174,"""may be"": 1,     ""that information you provide"": 1,     ""may"": 2,     ""transferred"": 1,     ""may be processed"": 1,     ""information you provide"": 1,     ""processed"": 1,     ""the site"": 1     "
Most browsers are initially set to accept cookies .,0,0,0.6318468451499939,0.3664184510707855,0.001215526252053678,0.0005192052340134978,"""accept cookies"": 1,     ""most"": 2,     ""browsers"": 1,     ""initially"": 2     "
"If you choose to provide your personal information by creating an account , purchasing a subscription , sending us an email , or filling out a contact form and submitting it through our website , you may receive emails from Kos Media , LLC related to Kos Media websites .",1,1,0.13927485048770905,0.6218757629394531,0.22898322343826294,0.00986617524176836,"""may"": 3,     ""related"": 1,     ""personal"": 1,     ""choose"": 1,     ""may receive"": 1,     ""provide personal"": 1,     ""personal information"": 1     "
You can also visit Network Advertising Initiatives opt-out page to opt out of other third parties ' use of cookies .,1,1,0.020260294899344444,0.9777747392654419,0.0014258823357522488,0.0005390626029111445,"""third parties'"": 1,     ""other"": 1,     ""other third parties"": 1     "
"We would also never ask you for your passwords , credit card , phone , etc .",0,0,0.6952662467956543,0.294796347618103,0.009078744798898697,0.0008586582844145596,"""etc"": 1     "
Make sure you verify the identity of anyone asking for personal information .,0,0,0.9023653864860535,0.08849267661571503,0.00824117474257946,0.0009007845656014979,"""anyone"": 1,     ""personal information"": 2     "
Your protected health information may also be used and disclosed to obtain payment for your health care bills and to support the operation of the physician 's practice .,1,1,0.06949105113744736,0.6496562957763672,0.27361157536506653,0.0072410693392157555,"""may also"": 2,     ""support the operation"": 2,     ""support"": 1,     ""may"": 2,     ""obtain"": 1     "
This includes the coordination or management of your health care with a third party that may need access to your protected health information .,1,1,0.0649404525756836,0.825072705745697,0.1053180992603302,0.004668739158660173,""""": 1,     ""management"": 1,     ""may need"": 2,     ""third part"": 1,     ""may"": 2,     ""third party"": 3,     ""coordination"": 1     "
"In addition , we may disclose your protected health information from time-to-time to another physician or health care provider ( e.g. , a specialist or laboratory ) who , at the request of your physician , becomes involved in your care by providing assistance with your health care diagnosis or treatment to your physician .",1,1,0.057942792773246765,0.7321870923042297,0.20650246739387512,0.0033676603343337774,"""may"": 5,     """": 1,     ""from time-to-time"": 1,     ""time-to-time"": 2     "
"We may use or disclose , as needed , your protected health information in order to support the business activities of your physician 's practice .",1,1,0.08562903106212616,0.7637138962745667,0.13791897892951965,0.012738126330077648,"""may"": 2,     ""as needed"": 4     "
"We may use or disclose your protected health information , as necessary , to provide you with information about treatment alternatives or other health-related benefits and services that may be of interest to you .",1,1,0.02560689114034176,0.45501917600631714,0.34498220682144165,0.1743917316198349,"""may be"": 1,     ""disclose"": 1,     ""protected health information"": 2,     ""as necessary"": 2,     ""may"": 2,     ""may use"": 1,     ""other"": 1     "
We may also use and disclose your protected health information for other marketing activities .,1,1,0.3772096037864685,0.5239378809928894,0.08752437680959702,0.011328130960464478,"""other marketing"": 1,     ""may use and disclose"": 1,     ""protected health information"": 1,     ""may"": 2,     ""other marketing activities"": 1,     ""other"": 1,     ""marketing activities"": 1     "
"For example , your name and address may be used to send you a newsletter about our practice and the services we offer .",1,1,0.12983088195323944,0.8409296274185181,0.028405984863638878,0.0008334028534591198,"""may be"": 1,     ""may"": 3,     ""may be used"": 1,     ""for example"": 1     "
"If you are not present or able to agree or object to the use or disclosure of the protected health information , then your physician may , using professional judgment , determine whether the disclosure is in your best interest .",0,1,0.13115368783473969,0.4908277690410614,0.35410672426223755,0.023911774158477783,"""may"": 2,     ""professional judgment"": 1,     ""determine"": 2     "
"Unless you object , we will use and disclose in our facility directory your name , the location at which you are receiving care , your condition ( in general terms ) , and your religious affiliation .",0,0,0.7025322318077087,0.2894245982170105,0.007252844981849194,0.0007903306395746768,"""affiliation"": 1,     ""general terms"": 1,     ""general"": 1     "
"Unless you object , we may disclose to a member of your family , a relative , a close friend or any other person you identify , your protected health information that directly relates to that person 's involvement in your health care .",1,0,0.8915758728981018,0.08783019334077835,0.019344402477145195,0.0012495098635554314,"""or any other person you identify"": 1,     ""may"": 1,     ""directly relates"": 1,     ""other"": 1,     ""involvement"": 1,     ""unless you object"": 1,     ""we may disclose"": 1     "
"If your physician or another physician in the practice is required by law to treat you and the physician has attempted to obtain your acknowledgement , but is unable , he or she may still use or disclose your protected health information for treatment , payment , and health care operations .",1,0,0.7654690146446228,0.14682647585868835,0.08140285313129425,0.006301723886281252,"""disclose"": 1,     ""use"": 1,     ""protected health information"": 1,     ""may"": 2,     ""attempted"": 1,     ""may still"": 1,     ""protected"": 1,     ""another"": 1,     ""or another physician"": 1     "
"We may use and disclose your protected health information if your physician or another physician in the practice attempts to obtain an acknowledgement of our Privacy Practices from you , but is unable to do so due to substantial communication barriers .",1,1,0.0770983174443245,0.6631099581718445,0.21574616432189941,0.044045545160770416,"""protected health information"": 1,     ""may"": 2,     ""substantial communication barriers"": 1,     ""attempts"": 1,     ""substantial"": 1,     ""another"": 1,     ""protected health information i"": 1     "
"Other Permitted and Required Uses and Disclosures that may be made without Your Consent , Authorization or Opportunity to Object",1,2,0.0360293909907341,0.1717233508825302,0.7549848556518555,0.037262383848428726,"""may"": 2,     ""may be made"": 1,     ""other"": 2,     ""permitted"": 1     "
"Depending on the circumstances , a decision to deny access may be reviewable .",2,2,0.11325471103191376,0.2835516929626465,0.5787855982780457,0.024408008903265,"""may"": 3,     ""circumstances"": 3,     ""reviewable"": 1,     ""depending"": 3     "
You may request a restriction by submitting a written request to our Privacy Contact .,0,0,0.5134140849113464,0.4761381149291992,0.009135452099144459,0.0013123065000399947,"""may"": 2,     ""restriction"": 1     "
This means you may request an amendment of protected health information about you in a designated record set for as long as we maintain this information .,1,1,0.06816014647483826,0.9265701174736023,0.004959274083375931,0.0003104391507804394,"""may"": 3,     ""as long as"": 2,     ""amendment"": 1,     ""designated"": 1     "
You may request a shorter timeframe .,1,0,0.5592289566993713,0.29416248202323914,0.12738743424415588,0.01922120340168476,"""shorter"": 2,     ""timeframe"": 1     "
You may file a complaint with us by notifying our Privacy Contact of your complaint .,0,0,0.8048726320266724,0.18183337152004242,0.012834252789616585,0.00045976979890838265,"""privacy contact"": 1     "
"Information We May Obtain from Other Sources Security , Retention and Storage of Information",1,2,0.002370665781199932,0.43730664253234863,0.4630393087863922,0.09728342294692993,"""may"": 2,     ""information"": 1,     ""other"": 1,     ""other sources security"": 1,     ""other sources"": 1     "
"When you register , we may collect personally identifying information , including your name , postal address , email address , user name and password , reminder questions and answers and communications preferences , such as which newsletters you would like to receive .",0,1,0.08623474836349487,0.8372604846954346,0.07092820107936859,0.005576574709266424,""""": 1,     ""personally identifying information"": 3,     ""communication preferences"": 1,     ""may"": 1,     ""communications"": 1     "
"Meredith or third-party contractors acting on our behalf may collect certain information automatically when you use our Services , including :",3,2,0.0028496135491877794,0.05213691666722298,0.9314573407173157,0.013556171208620071,"""certain information"": 1,     ""may"": 2,     ""certain"": 4,     ""third-party contractors"": 1,     ""or"": 1,     ""third-party"": 1     "
"For example , if you register for a Meredith Service , we may save your username and password , so you do not have to re-enter them each time you visit .",1,0,0.732109546661377,0.25870218873023987,0.008860883302986622,0.0003273592155892402,"""may"": 2,     ""for example"": 1,     """": 1,     ""we may save"": 1     "
We do not have access to these cookies and do not control how they may be used .,1,1,0.09111246466636658,0.7576438188552856,0.1449669599533081,0.006276773288846016,"""may"": 2,     ""access"": 1,     ""these cookies"": 1     "
"Please be aware that certain browsers can not block or delete so-called `` Flash '' cookies , which use a feature of the Adobe Flash video player to store information on your computer .",1,1,0.4545139670372009,0.5317094922065735,0.013163108378648758,0.0006134283030405641,"""information"": 1,     ""so-called"": 1,     ""certain"": 3,     ""store information"": 1,     ""feature"": 1,     ""a feature"": 1     "
"We and our service providers and other third-party companies involved in the delivery of advertisements you see on our Services and/or while visiting other unaffiliated websites may also use scripts , web beacons and/or similar technologies , to collect information about your use of our Services .",2,2,0.0018870143685489893,0.3758809268474579,0.5728249549865723,0.04940705746412277,""""": 1,     ""unaffiliated"": 1,     ""may"": 2,     ""third-party"": 1,     ""third-party companies"": 1,     ""unaffiliated websites"": 1,     ""service providers"": 1,     ""other"": 2,     ""other may technologies"": 1,     ""we other collect"": 1,     ""similar"": 1,     ""our services"": 1     "
"When you use mobile devices to access our Services , we may collect and transmit unique device IDs and collect caller ID data , information about your wireless carrier , the make , model and operating system of your device and information about how you navigate within our Service .",1,1,0.04634516313672066,0.8066953420639038,0.14585192501544952,0.001107561751268804,"""may"": 2,     ""we may collect"": 1,     ""information about how you navigate"": 1,     ""mobile devices"": 1     "
You can also easily opt-out of these targeted ads by clicking on the AdChoices icon located in the footer of our web sites .,0,1,0.36185696721076965,0.6159089803695679,0.021727941930294037,0.0005060765543021262,"""easily"": 1     "
"To enable these cookies , we may share with these companies your email address or other registration information in an encrypted format ( i.e . hashed non-human readable form ) solely for the purpose of matching you to a relevant demographic profile .",2,1,0.04924652352929115,0.6693463921546936,0.26503849029541016,0.016368532553315163,"""other registration information"": 1,     ""relevant"": 1,     ""may"": 2,     ""share"": 1,     ""other"": 2,     ""may share"": 1,     ""matching"": 1     "
"We also engage Omniture , a third party , to track and analyze usage and browsing patterns of our users .",1,1,0.038432054221630096,0.9093891978263855,0.05060025304555893,0.0015785273863002658,"""usage"": 1,     ""engage"": 1,     ""analyse"": 1,     ""browsing patterns"": 1,     ""track and analyze"": 1     "
"The Share button functionality available within many of our Services is provided by Gigya , Inc. and its privacy policy is available here .",1,1,0.4435766637325287,0.5031502842903137,0.05012333020567894,0.0031497390009462833,"""services"": 1,     ""many"": 1,     ""functionality"": 1,     ""within many"": 1     "
Some of our advertisers may participate in a program operated by the Nielsen Company to develop an Online Campaign Ratings service that is comparable to Nielsen 's television ratings .,2,1,0.01904037594795227,0.9255419969558716,0.052678849548101425,0.002738784998655319,"""may"": 2,     ""some of"": 1,     ""some"": 2,     ""service"": 1,     ""participate"": 1     "
"If the third-party operator recognizes a cookie that identifies you as one of its registered users , it will append the impression data it receives , which may identify you as a user our Services , with age and gender information before returning the data to Nielsen .",2,0,0.49009326100349426,0.3901357650756836,0.11611965298652649,0.0036512762308120728,"""impression"": 1,     ""may"": 2,     ""third-party"": 2,     ""impression data"": 1,     ""operator"": 1,     ""append"": 1,     ""if"": 1     "
